0,1315538
1,981646
2,5638246
3,1065191
4,3018463
5,2298949
6,3066109
7,2751454
8,2459713
9,3847297
10,4099181
11,1904226
12,2287073
13,2315727
14,1007339
15,1660971
16,1562140
17,755563
18,3317120
19,2568087
20,4007003
21,418765
22,2130322
23,1261093
24,646280
25,1549902
26,7514976
27,7448549
28,2667137
29,546625
30,3518498
31,1583915
32,2078935
33,10615522
34,1838119
35,2382770
36,2230469
37,3876934
38,4129009
39,2568873
40,4775324
41,3730320
42,4342037
43,1104011
44,3221146
45,1650396
46,1613899
47,2527897
48,3869108
49,1880682
50,1632048
51,2422382
52,5842183
53,2228689
54,3175400
55,3090763
56,2467775
57,1602170
58,2616740
59,2772823
60,1970767
61,8341910
62,2807720
63,5435770
64,3530192
65,2466650
66,2168924
67,1751682
68,2062701
69,2118333
70,1409853
71,3629995
72,3691313
73,3098688
74,784264
75,1393246
76,1664275
77,1927600
78,3826165
79,2384804
80,2522048
81,2806374
82,2375296
83,1503329
84,2946495
85,2006745
86,15758727
87,8509401
88,3471523
89,1283381
90,2598504
91,5293364
92,1744418
93,1928390
94,2597763
95,2685871
96,2295288
97,2017143
98,3461702
99,3054884
100,2863982
101,3889959
102,757875
103,1980755
104,5416305
105,3869600
106,7418136
107,5902835
108,2127906
109,2786126
110,3385377
111,1431813
112,1389720
113,3925803
114,1671673
115,1807728
116,2498696
117,2230863
118,1939804
119,17179776
120,4118034
121,1625874
122,4024886
123,2566063
124,2777551
125,2457886
126,1653244
127,2762854
128,1675946
129,2020871
130,2013664
131,1482932
132,4283962
133,4816214
134,3213035
135,1888697
136,2451585
137,1282926
138,4792272
139,3301730
140,3623922
141,2600616
142,2273928
143,1485577
144,1428794
145,3413837
146,2033573
147,2297825
148,1817737
149,3286881
150,2768897
151,3140457
152,5918914
153,3151901
154,1815028
155,2412789
156,1926237
157,2584890
158,2647384
159,1974415
160,2188204
161,5683097
162,3284515
163,3462573
164,6840201
165,3022969
166,904044
167,2267435
168,2188000
169,3766177
170,2246406
171,5504191
172,1631890
173,1221105
174,4792249
175,3274564
176,4207020
177,2384928
178,1869868
179,3945075
180,1423822
181,2084923
182,3578238
183,1716093
184,15032505
185,2594145
186,2410107
187,2692156
188,8571038
189,2814806
190,1173308
191,4024056
192,1492733
193,2376888
194,631744
195,2218190
196,1373141
197,13049703
198,2212515
199,1066575
200,2757234
201,526053
202,2125970
203,2163010
204,2508825
205,2447953
206,2171942
207,538299
208,3375365
209,2420125
210,2780217
211,2003774
212,1930118
213,2082820
214,3203031
215,3462574
216,2911507
217,3000348
218,1247476
219,1758146
220,2577241
221,2081657
222,1779465
223,4295030
224,1630816
225,2961637
226,2595119
227,2490699
228,1287229
229,1811282
230,2246365
231,2177727
232,2450959
233,3081818
234,1608295
235,2144348
236,1689837
237,5962749
238,1444432
239,1503969
240,1963199
241,3385261
242,4316664
243,2343832
244,2354789
245,2788995
246,2592076
247,503885
248,641683
249,3670145
250,2150560
251,930281
252,3922983
253,2612932
254,3099042
255,1710268
256,2142363
257,2580139
258,3831524
259,1974799
260,1208067
261,4004792
262,1501141
263,2152193
264,1069444
265,2722698
266,1699763
267,2081137
268,4310089
269,5183493
270,4369372
271,3197338
272,4782360
273,1706539
274,2339467
275,1786208
276,1318632
277,2692594
278,3600848
279,4565978
280,1216185
281,3369864
282,2168306
283,1950237
284,1666602
285,2239055
286,3105200
287,2180330
288,1339406
289,1844175
290,2356743
291,7194054
292,1904454
293,3576008
294,1620155
295,2229266
296,2532580
297,2784787
298,1675877
299,2693831
300,2423642
301,2301772
302,27006504
303,2477425
304,2132947
305,3210957
306,1966052
307,1390088
308,1578000
309,2967657
310,3160199
311,2011187
312,1644262
313,2428714
314,2146383
315,3668449
316,1775322
317,3108386
318,4275615
319,2011717
320,2370828
321,3745004
322,2358645
323,2252393
324,4909599
325,3070599
326,1490914
327,3818079
328,1530819
329,2878608
330,1668388
331,2395936
332,4609011
333,2393363
334,2299500
335,3731127
336,4146524
337,1120835
338,1008885
339,1176851
340,457376
341,2625569
342,2231909
343,4443644
344,6139377
345,4126135
346,2796058
347,2170843
348,1345707
349,4174581
350,1754358
351,2655700
352,987015
353,3103185
354,778119
355,3505045
356,2078514
357,2107217
358,3723846
359,1714292
360,1623433
361,1895534
362,2181151
363,2598592
364,3344824
365,1392118
366,2784558
367,2857586
368,1483323
369,3014126
370,2925164
371,1716606
372,1641841
373,2524098
374,2111162
375,3917507
376,2278772
377,4011930
378,1233544
379,4599540
380,2675510
381,3541522
382,2881865
383,5409881
384,1124608
385,1914649
386,2987362
387,2305176
388,1801683
389,2535387
390,1280761
391,4276912
392,3117598
393,4019810
394,4864897
395,5962426
396,2645850
397,1765803
398,758457
399,1115770
400,4506457
401,2062071
402,2969280
403,1443451
404,1020004
405,3233568
406,3133489
407,2876014
408,2553961
409,3094823
410,2106257
411,3041650
412,1405931
413,2469848
414,3643307
415,3612479
416,10647959
417,2710013
418,1621796
419,3437082
420,3699294
421,1469235
422,3658304
423,1912858
424,12633404
425,1362545
426,3251748
427,4127864
428,2380957
429,1838336
430,2492253
431,1558143
432,1508670
433,1976450
434,1079469
435,1391649
436,3153067
437,648707
438,3925091
439,4603508
440,1906237
441,1761462
442,1542768
443,4392956
444,2338524
445,1512514
446,2549415
447,1493198
448,1702222
449,2356579
450,3605626
451,832692
452,2232761
453,3616545
454,1099977
455,3391337
456,1666891
457,465815432393
458,2764932
459,2847689
460,1655315
461,5004775
462,2912316
463,1466644
464,3082570
465,2022579
466,2640962
467,5220451
468,3450308
469,1918189
470,2323573
471,3539751
472,3337401
473,2312294
474,3628859
475,3518507
476,1670603
477,4123343
478,2086170
479,1520019
480,1708503
481,2636489
482,1418096
483,1162988
484,1131729
485,2034515
486,1096596
487,3274925
488,809452
489,1518976
490,2031225
491,4949792
492,2492441
493,2764969
494,710378
495,1061653
496,2683502
497,4232160
498,1860688
499,1911095
