0,434332
1,321648
2,1986099
3,1000000
4,2774567
5,1823575
6,2971877
7,1690434
8,597135
9,1019881
10,1072126
11,1619051
12,2110907
13,923012
14,953095
15,1477690
16,1039585
17,80562
18,1458469
19,1783961
20,3039911
21,104358
22,835146
23,870964
24,25589
25,574969
26,2568746
27,3254520
28,847064
29,81351
30,3050931
31,552170
32,191717
33,1793712
34,1160443
35,1091280
36,2342254
37,1769423
38,2236999
39,1924298
40,1585032
41,1722009
42,1193677
43,313074
44,1151923
45,1464851
46,1278050
47,883735
48,4889172
49,800889
50,673608
51,1311724
52,5870179
53,2709319
54,1687126
55,3440089
56,2515837
57,1082836
58,2406485
59,2416497
60,801410
61,7269663
62,1155700
63,1552665
64,2339682
65,1349172
66,2092056
67,1333698
68,568883
69,1323978
70,230362
71,488231
72,3425560
73,1264262
74,276766
75,1849711
76,1834620
77,1690418
78,922452
79,931733
80,2773337
81,235460
82,851070
83,1674265
84,374036
85,2128037
86,4008525
87,5350695
88,1167229
89,1103583
90,564752
91,5089188
92,827984
93,2154494
94,2972911
95,356949
96,3515816
97,898724
98,1111463
99,1237389
100,717906
101,771073
102,458073
103,1416169
104,907332
105,3689449
106,2511183
107,2988256
108,1171164
109,1570913
110,2830043
111,969570
112,1334353
113,1729603
114,1267852
115,448216
116,1107762
117,3250916
118,1390994
119,7166722
120,811567
121,405195
122,957666
123,1236862
124,2709591
125,1549951
126,1245786
127,1684233
128,1281848
129,1971955
130,1221351
131,1325221
132,3815574
133,2273435
134,2225851
135,721458
136,1210704
137,1113304
138,2922056
139,2278335
140,914575
141,1109776
142,1691991
143,1126136
144,1186614
145,3591567
146,1445518
147,2083688
148,1188980
149,996225
150,1725067
151,2285169
152,1765185
153,3064763
154,1738147
155,1764582
156,1053001
157,2626344
158,253273
159,1341583
160,1457909
161,1690600
162,1449392
163,1544761
164,6512733
165,1382216
166,148857
167,1254121
168,1795879
169,2713571
170,1064509
171,5397387
172,481801
173,448659
174,5230053
175,1259557
176,2881946
177,1775416
178,1389490
179,523619
180,495671
181,810641
182,3818030
183,509255
184,2062084
185,1212805
186,680844
187,1607811
188,3038595
189,2044155
190,248223
191,2712471
192,877627
193,2543273
194,137181
195,926698
196,671965
197,9592770
198,2112525
199,55971
200,2296247
201,56155
202,1584048
203,1529773
204,2643186
205,641462
206,1477172
207,201511
208,3404954
209,663706
210,1099998
211,1122625
212,707252
213,1234327
214,2233603
215,2162435
216,2297643
217,1320406
218,302613
219,1446616
220,2527319
221,1834269
222,541597
223,1561182
224,371325
225,2527562
226,1899338
227,3261256
228,1011182
229,608172
230,1763263
231,1211662
232,2109100
233,2124923
234,901341
235,971619
236,810161
237,5901989
238,1367943
239,446760
240,814412
241,3065867
242,1773643
243,1842765
244,1311760
245,1528863
246,1509515
247,259074
248,30124
249,1895035
250,1696206
251,112910
252,577397
253,3206404
254,1347208
255,1600212
256,802371
257,1638994
258,1318713
259,1941398
260,1309303
261,763644
262,1276950
263,1412705
264,1000000
265,4349000
266,802211
267,2791931
268,1278692
269,2024829
270,2212970
271,1629914
272,1850713
273,1955566
274,655731
275,1119398
276,448398
277,1956950
278,6027366
279,618438
280,263990
281,2012190
282,1094508
283,1233783
284,1210831
285,775641
286,1013453
287,946436
288,678001
289,938037
290,1813166
291,5558009
292,847051
293,1413357
294,1536401
295,1934998
296,1041263
297,2972637
298,1240544
299,2239575
300,2744840
301,2101584
302,2932210
303,949634
304,1306397
305,990096
306,670869
307,1397919
308,967065
309,1506301
310,820007
311,1752646
312,295701
313,1829086
314,293346
315,2314477
316,1661038
317,2034345
318,2655574
319,547062
320,1042092
321,1248885
322,1459852
323,2405632
324,937613
325,1766739
326,543458
327,3116362
328,1032345
329,775235
330,948061
331,2371084
332,447150
333,1308860
334,2524390
335,2273134
336,711668
337,705234
338,1000000
339,599133
340,180158
341,1638369
342,1878354
343,2657200
344,4734370
345,2173216
346,2123086
347,1400659
348,696254
349,1813856
350,605445
351,2232536
352,80415
353,873465
354,521720
355,2046559
356,1892916
357,1907342
358,3416543
359,1287199
360,734688
361,1528452
362,1987518
363,2152950
364,1780783
365,404602
366,1125445
367,4318769
368,1285251
369,1713918
370,2198002
371,1792837
372,1415552
373,1604122
374,1404775
375,2326993
376,1029041
377,1845329
378,998838
379,1700953
380,596729
381,2993096
382,901074
383,1458580
384,1144283
385,1247501
386,1118858
387,1214230
388,723545
389,1269932
390,150478
391,1839079
392,1276360
393,1799245
394,2451647
395,468179
396,4501834
397,702099
398,194354
399,1214671
400,1097321
401,2209032
402,1148278
403,1190245
404,735350
405,2821300
406,4037754
407,2777590
408,1153362
409,1100422
410,1817479
411,1313101
412,1266689
413,2043365
414,1512263
415,1233432
416,4524489
417,1953812
418,725905
419,3542744
420,1394598
421,560767
422,4342165
423,1256990
424,4420448
425,611882
426,2243096
427,3093617
428,2824610
429,1552318
430,2408230
431,1398576
432,975412
433,1326793
434,898014
435,354577
436,2798804
437,296905
438,1936585
439,2880884
440,1156669
441,1067732
442,1112023
443,3189487
444,3331442
445,782686
446,477173
447,920004
448,905192
449,1135338
450,627749
451,376712
452,879688
453,2487164
454,830710
455,1713697
456,1697432
457,689362164
458,2599444
459,1731264
460,935724
461,3879687
462,1707377
463,713096
464,1459462
465,2655160
466,1318588
467,472381
468,839739
469,1917385
470,1783514
471,1744938
472,1568879
473,2156634
474,2510515
475,2187125
476,1119239
477,1111918
478,2237391
479,1712836
480,163412
481,3505210
482,1351116
483,1265236
484,1134051
485,1389861
486,412481
487,891021
488,502127
489,749185
490,245318
491,946043
492,2477410
493,2033906
494,186113
495,1033532
496,245723
497,1810010
498,1096069
499,930588
